"campus","sample_type","sample_subtype","classcode","Kingdom","Phylum","Class","Order","Family","Genus","Species","species_definition","taxonomic_source","taxonomic_id","common_name","notes","size_cutoff","LOOKED1999","LOOKED2000","LOOKED2001","LOOKED2002","LOOKED2003","LOOKED2004","LOOKED2005","LOOKED2006","LOOKED2007","LOOKED2008","LOOKED2009","LOOKED2010","LOOKED2011","LOOKED2012","LOOKED2013","LOOKED2014","LOOKED2015","LOOKED2016","LOOKED2017","LOOKED2018","LOOKED2019","LOOKED2020","LOOKED2021","LOOKED2022","LOOKED2023","LOOKED2024"
"UCSC","SWATH","ALGAE","MACPYRREC","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","pyrifera","Macrocystis pyrifera","WoRMS","232231","Macrocystis pyrifera, recruit (ruffle til split)","Added in 2023 to measure kelp recruitment - MACPYR recruit between the size at which it develops a ""ruffle"" making it identifyable to species, and the ""split"" when it developes two blades which defines it as MACPYRJUV.",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes"
"UCSB","SWATH","ALGAE","NEOFIM","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Agaraceae","Neoagarum","fimbriatum","Neoagarum fimbriatum","WoRMS","1313053","Sieve/colander kelp",NA,">10cm, width","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","ALGAE","NEOFIM","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Agaraceae","Neoagarum","fimbriatum","Neoagarum fimbriatum","WoRMS","1313053","Sieve/colander kelp",NA,">10cm, width","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","ALGAE","NERLUE","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Nereocystis","luetkeana","Nereocystis luetkeana","WoRMS","240752","Nereocystis, bull kelp",NA,">1m, stipe height","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","ALGAE","NERLUE","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Nereocystis","luetkeana","Nereocystis luetkeana","WoRMS","240752","Nereocystis, bull kelp",NA,">1m, stipe height","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","ALGAE","NERLUEJUV","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Nereocystis","luetkeana","Nereocystis luetkeana","WoRMS","240752","Nereocystis luetkeana juvenile (<1m stipe)","Added in 2023 to measure kelp recruitment - NERLUE juvenile between the size at which it develops to the point of being identifyable to species, and 1m stipe length cutoff of adult NERLUE","<1m, stipe height","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes"
"UCSB","SWATH","ALGAE","PELPOR","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Pelagophycus","porra","Pelagophycus porra","WoRMS","372700","Elkhorn Kelp",NA,">30cm, total height","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","ALGAE","PLEGAR","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Pleurophycus","gardneri","Pleurophycus gardneri","WoRMS","372517","Pleurophycus",NA,">30cm, stipe height","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","ALGAE","PTECALAD","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Pterygophora","californica","Pterygophora californica","WoRMS","240750","winged kelp",NA,">30cm, stipe height","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","ALGAE","PTECALAD","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Pterygophora","californica","Pterygophora californica","WoRMS","240750","Pterygophora","adult stipe height > 30cm.",">30cm, stipe height","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","ALGAE","PTECALADSUB","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Pterygophora","californica","Pterygophora californica","WoRMS","240750","winged kelp","This also includes individuals with stipe height >30cm, double counted as PTECALTAD.",">30cm, total height","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","ALGAE","PTECALJUV","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Pterygophora","californica","Pterygophora californica","WoRMS","240750","Pterygophora,  juvenile (<30cm stipe)","Added in 2023 to measure kelp recruitment - Pterygophora recruit between the size at which it becomes identifyable to species and the point when it reaches 30cm stipe length","<30cm, stipe height","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes"
"UCSC","SWATH","ALGAE","SACLAT","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","latissima","Saccharina latissima","WoRMS","234483","Sea Belt",NA,">10cm, blade width","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","ALGAE","STEOSMAD","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Stephanocystis","osmundacea","Stephanocystis osmundacea","WoRMS","502165","chain-bladder kelp adult","Adult diameter > 6cm.",">6cm, diameter","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","ALGAE","UNDPIN","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","Undaria pinnatifida","WoRMS","145721","Undaria","First observed in Northern Channel Islands in 2016.","all sizes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","ALGAE","UNDPIN","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","Undaria pinnatifida","WoRMS","145721","Undaria",NA,"all sizes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","ANTART","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura","artemisia","Anthopleura artemisia","WoRMS","283337","Moonglow Anemone",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","SWATH","INVERT","ANTELE","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura","elegantissima","Anthopleura elegantissima","WoRMS","283347","Aggregating Anemone",NA,">2.5cm, longest dimension","no","yes","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","SWATH","INVERT","ANTSOL","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura","sola","Anthopleura sola","WoRMS","240753","Sunburst Anemone","This species group was split in 2000 from Anthopleura spp.",">2.5cm, longest dimension","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","ANTSOL","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura","sola","Anthopleura sola","WoRMS","240753","Sunburst Anemone","This species group was split in 2000 from Anthopleura spp.",">2.5cm, longest dimension","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","ANTSPP","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura","spp","Anthopleura","WoRMS","100696","Unidentified Anemone","After 1999, species were ID'd and counted separately. This species group was split in 2000 into A. sola and A. xanthagrammica",">2.5cm, longest dimension","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","SWATH","INVERT","ANTSPP","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura","spp","Anthopleura","WoRMS","100696","Unidentified Anemone","This species group was split in 2000 into A. sola and A. xanthagrammica",">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","ANTXAN","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura","xanthogrammica","Anthopleura xanthogrammica","WoRMS","283377","Giant Green Anemone","This species group was split in 2000 from Anthopleura spp.",">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","ANTXAN","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura","xanthogrammica","Anthopleura xanthogrammica","WoRMS","283377","Giant Green Anemone","This species group was split in 2000 from Anthopleura spp.",">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","APLCAL","Animalia","Mollusca","Gastropoda","Aplysiida","Aplysiidae","Aplysia","californica","Aplysia californica","WoRMS","240765","California Brown Sea Hare",NA,">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","APLCAL","Animalia","Mollusca","Gastropoda","Aplysiida","Aplysiidae","Aplysia","californica","Aplysia californica","WoRMS","240765","California Brown Sea Hare",NA,">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","APLVAC","Animalia","Mollusca","Gastropoda","Aplysiida","Aplysiidae","Aplysia","vaccaria","Aplysia vaccaria","WoRMS","568031","Black Sea Hare",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","APLVAC","Animalia","Mollusca","Gastropoda","Aplysiida","Aplysiidae","Aplysia","vaccaria","Aplysia vaccaria","WoRMS","568031","Black Sea Hare",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","APOCAL","Animalia","Echinodermata","Holothuroidea","Synallactida","Stichopodidae","Apostichopus","californicus","Apostichopus californicus","WoRMS","529363","California Sea Cucumber","This species was grouped as Apostichopus spp. prior to 2001",">2.5cm, longest dimension","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","APOPAR","Animalia","Echinodermata","Holothuroidea","Synallactida","Stichopodidae","Apostichopus","parvimensis","Apostichopus parvimensis","WoRMS","529435","Warty Sea Cucumber","This species was grouped as Apostichopus spp. prior to 2001",">2.5cm, longest dimension","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","APOSPP","Animalia","Echinodermata","Holothuroidea","Synallactida","Stichopodidae","Apostichopus","spp","Apostichopus","WoRMS","241373","Sea Cucumber","After 1999, species were ID'd and counted separately. This species group was split in 2000 into P. californicus and P. parvimensis",">2.5cm, longest dimension","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","SWATH","INVERT","APOSPP","Animalia","Echinodermata","Holothuroidea","Synallactida","Stichopodidae","Apostichopus","spp","Apostichopus","WoRMS","241373","Sea Cucumber","After 2000, species were ID'd and counted separately. This species group was split in 2001 into P. californicus and P. parvimensis",">2.5cm, longest dimension","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","SWATH","INVERT","ARBSTE","Animalia","Echinodermata","Echinoidea","Arbacioida","Arbaciidae","Arbacia","stellata","Arbacia stellata","WoRMS","513125","black urchin",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","ASTSER","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Astrometis","sertulifera","Astrometis sertulifera","WoRMS","255044","Fragile Rainbow Star",NA,">2.5cm, diameter","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","ASTSPP","Animalia","Echinodermata","Asteroidea",NA,NA,"Asteroidea","spp","Asteroidea","WoRMS","123080","Unidentified Seastar","After 2010 all seastars were ID'd to species.",">2.5cm, diameter","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","SWATH","INVERT","ASTSPP","Animalia","Echinodermata","Asteroidea",NA,NA,"Asteroidea","spp","Asteroidea","WoRMS","123080","Unidentified Seastar",NA,">2.5cm, diameter","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","BALNUB","Animalia","Arthropoda","Hexanauplia","Sessilia","Balanidae","Balanus","nubilus","Balanus nubilus","WoRMS","594745","Barnacle","This species was sampled starting in 2000",">2.5cm, longest dimension","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","BALNUB","Animalia","Arthropoda","Hexanauplia","Sessilia","Balanidae","Balanus","nubilus","Balanus nubilus","WoRMS","594745","Barnacle","This species was sampled starting in 2001",">2.5cm, longest dimension","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","CALSPP","Animalia","Mollusca","Gastropoda","Trochida","Calliostomatidae","Calliostoma","spp","Calliostoma","WoRMS","138584","Top Snail","Not sampled.",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","SWATH","INVERT","CANSPP","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae",NA,NA,"Cancridae","WoRMS","106749","Cancer Crab",NA,">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","CANSPP","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae",NA,NA,"Cancridae","WoRMS","106749","Cancer Crab",NA,">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","CENCOR","Animalia","Echinodermata","Echinoidea","Diadematoida","Diadematidae","Centrostephanus","coronatus","Centrostephanus coronatus","WoRMS","513165","Coronado Urchin, Crowned Urchin","At UCSB this species was sampled on swath transects instead of quadrats starting in 2002","all sizes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","CERFOL","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Ceratostoma","foliatum","Ceratostoma foliatum","WoRMS","240767","Leafy Hornmouth","This species is counted on quadrats at southern California sites",">2.5cm, longest dimension","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","CRAARB","Animalia","Porifera","Demospongiae","Tetractinellida","Tetillidae","Craniella","arb","Craniella arb","WoRMS","171324","Grey Tennis Ball Sponge",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
